MOVIE NAME,IMDB RATING (out of 10)
The Hindoo Dagger,5.7
His Duty,5.9
His Lost Love,3.4
His Reformation,7.4
His Ward's Love,5.4
His Wife's Mother,5.2
His Wife's Visitor,6.1
The Honor of Thieves,6.3
The House of Cards,5.2
I Did It,4.2
The Idiot of the Mountains,7.7
In Little Italy,8.1
In Old Kentucky,5.6
In a Hempen Bag,5.0
In the Watches of the Night,5.0
In the Window Recess,5.5
The Indian Runner's Romance,5.6
The Indian Trailer,6.2
Industria del corcho,5.6
Jailbird in Borrowed Feathers,5.1
Je voudrais un enfant,5.2
Jealousy and the Man,7.7
"Jessie, the Stolen Child",4.5
The Jilt,5.9
Jones and His New Neighbors,4.6
Jones and the Lady Book Agent,5.1
The Joneses Have Amateur Theatricals,4.4
El joyero,6.0
A Bad Case,6.1
Judgment,5.4
Justicia de Felipe II,5.2
Kinemacolor Puzzle,5.5
King Lear,4.9
Klebolin klebt alles,4.5
Der kleine Detektiv,5.8
Dødsspringet,4.6
A Woman of the People,5.6
Lady Helen's Escapade,5.5
Leather Stocking,5.3
The Light That Came,5.3
Lines of White on a Sullen Sea,5.0
The Little Darling,7.8
The Little Teacher,4.4
Lochinvar,4.2
Locura de amor,5.4
The Lonely Villa,5.2
Love Finds a Way,5.9
The Luck of the Cards,6.3
Lucky Jim,6.3
The Lure of the Gown,5.7
Lægens offer,3.8
La légende de l'arc-en-ciel,5.4
Det løbske gasrør,5.3
Macbeth,6.5
"Madam Sans Gene; or, The Duchess of Danzig",5.4
Madame de Langeais,6.0
A Maid of the Mountains,5.0
Mamma,6.1
A Man with Three Wives,6.4
The Maniac Cook,6.8
Mariage forcé,5.1
The Medicine Bottle,4.2
Melilla y el Gurugu,5.5
The Mended Lute,4.9
The Message,5.9
The Mexican Sweethearts,7.6
A Mexican's Gratitude,5.6
A Midnight Adventure,4.2
Midnight Disturbance,5.3
A Midsummer Night's Dream,5.0
The Mills of the Gods,4.7
Mistaken Identity,5.5
Les Misérables,7.1
The Life of Moliere,4.8
The Mill,5.8
The Mountaineer's Honor,4.7
Mr. Jones Has a Card Party,5.0
Mr. Jones' Burglar,5.4
"Mrs. Jones' Lover; or, 'I Want My Hat'",4.6
Mutterliebe,3.9
Napoleon og hans lille Trompetist,3.4
"Napoleon, the Man of Destiny",5.7
A Narrow Escape from Lynching,6.4
The Necklace,6.0
The New Servant,5.5
A New Trick,7.1
Niños en la alameda,6.4
The Note in the Shoe,6.5
Nursing a Viper,4.9
How Brother Cook was Taught a Lesson,6.1
The Short-Sighted Governess,5.4
"Oh, Uncle!",5.9
Oliver Twist,5.4
On the Little Big Horn or Custer's Last Stand,4.6
De onde Veje,5.4
One Busy Hour,5.5
One Good Turn Deserves Another,6.0
One Touch of Nature,6.4
Only a Tramp,5.7
The Open Gate,7.2
Othello,8.1
Paul Wang's Destiny,6.2
The Peachbasket Hat,5.9
"Pippa Passes; or, the Song of Conscience",5.7
The Politician's Love Story,4.5
Por un ratón,2.8
Portrait of Mireille,5.5
Pranks,6.7
Primera carrera internacional de automóviles 'Peña-Rhin',5.1
La primera y segunda casetas,5.8
The Prince and the Pauper,4.9
"Princess Nicotine; or, The Smoke Fairy",5.1
Protección de un convoy de víveres en el puente de camellos,4.6
The Prussian Spy,4.1
The Ranchman's Rival,4.8
The Redman's View,5.6
The Renunciation,5.3
The Restoration,5.7
Resurrection,5.4
A Wedding During the French Revolution,4.9
Richelieu; or: The Conspiracy,7.5
The Road Agents,7.9
The Road to the Heart,5.2
Robbing the Widowed and Fatherless,6.2
A Rose of the Tenderloin,5.2
The Roue's Heart,3.7
A Rude Hostess,5.8
A Rural Elopement,5.1
Ruy Blas,5.6
The Sacrifice,5.3
Salome Mad,3.6
The Salvation Army Lass,5.4
Saul and David,5.4
Schneider's Anti-Noise Crusade,6.4
The Sealed Room,7.1
The Seventh Day,7.0
Shanghaied,5.0
She Would Be an Actress,5.3
Sherlock Holmes IV,6.6
Sherlock Holmes V,4.5
Sherlock Holmes VI,5.1
A Sinner's Repentance,5.4
A Sister's Love: A Tale of the Franco-Prussian War,6.1
The Slave,5.0
The Sleepwalker,5.6
Smith's Knockabout Theatre,5.8
The Son's Return,6.2
A Midsummer Night's Dream,7.0
A Sound Sleeper,6.0
The Spanish Girl,5.9
The Special License,6.6
Gøngehøvdingen,6.6
A Strange Meeting,4.1
El sueño milagroso,4.6
The Suicide Club,5.6
A Sweet Revenge,4.7
Sweet and Twenty,6.0
A Tale of the West,4.6
Teaching a Husband a Lesson,6.0
Ten Nights in a Barroom,4.5
Tender Hearts,5.1
O Terremoto de Benavente,5.6
The Test,4.8
They Would Elope,4.3
Those Awful Hats,4.4
Those Boys!,5.8
Through the Breakers,6.5
Tis an Ill Wind That Blows No Good,5.1
De to guldgravere,6.5
To Save Her Soul,3.8
Toma caseta Z,5.5
Toma del Gurugu,5.1
Tragedia torera,4.2
Tragic Love,5.5
A Trap for Santa Claus,6.0
The Treacherous Policeman,6.1
The Trick That Failed,5.5
A Troublesome Satchel,5.6
Trying to Get Arrested,4.2
Twin Brothers,4.2
Two Memories,5.9
Two Women and a Man,5.1
Two of the Boys,4.6
La vida en el campamento,6.8
Viernes de dolores,4.7
The Violin Maker of Cremona,5.4
The Voice of the Violin,6.2
"Wanted, a Child",5.1
Was Justice Served?,5.8
Washington Under the American Flag,7.0
The Way of Man,5.8
We Must Do Our Best,5.7
The Welcome Burglar,5.6
What Drink Did,5.7
What's Your Hurry?,6.0
When Thieves Fall Out,5.4
The Winning Coat,9.0
With Her Card,4.8
Within an Ace,5.3
A Woman's Vanity,5.9
The Wooden Leg,4.6
A Wreath in Time,6.2
The Wrong Coat,4.7
Abraham Lincoln's Clemency,4.4
Across the Plains,5.5
An Affair of Hearts,5.8
The Affair of an Egg,6.1
The Woman Always Pays,3.8
Alice's Adventures in Wonderland,6.1
All on Account of the Milk,6.4
Almost,5.4
L'aluminite,6.1
Amateur Night,4.8
Ambrosius,5.5
Hamlet,6.1
Amor gitano,5.8
The Angel of the Studio,6.1
Ansigttyven I,4.8
Ansigttyven II,5.0
Cleopatra,5.4
An Arcadian Maid,6.7
Arms and the Woman,4.0
As It Is in Life,6.1
As the Bells Rang Out!,6.1
The Red Inn,6.0
Away Out West,4.5
The Bad Man's Christmas Gift,6.7
The Bad Man's Last Deed,5.1
A Rough Night on the Bridge,5.9
Baixant de la font del Gat,6.4
The Bandit's Wife,5.2
The Banker's Daughters,4.6
The Bearded Bandit,8.5
Behind the Scenes,7.0
The Bewitched Boxing Gloves,5.5
The Blue Bird,4.6
Briton and Boer,4.8
The Broken Doll,6.4
A Broken Spell,6.0
Broncho Billy's Redemption,5.4
The Brothers,7.8
Buffalo Bill's Wild West and Pawnee Bill's Far East,5.6
The Bully,5.4
The Butterfly,6.8
By Order of Napoleon,5.3
The Call to Arms,4.9
The Call,6.1
Carceleras,6.0
Carminella,6.0
O Centenário da Guerra Peninsular,5.2
Chantecler Atraiçoado,4.2
The Child and the Fiddler,7.7
A Child of the Ghetto,6.2
A Child's Faith,6.0
A Child's Impulse,5.6
A Child's Stratagem,7.9
Circle C Ranch's Wedding Present,8.6
The Clerk's Downfall,5.9
The Cloister's Touch,3.8
The Common Enemy,5.2
Concurso de niños,5.0
The Connecticut Yankee,5.2
Conscience,5.1
The Converts,5.8
Un corpus de sangre,5.7
Corrida da Rampa,5.5
The Coster's Wedding,5.7
The Course of True Love,6.4
The Courtship of Miles Standish,6.1
The Cowboy and the Squaw,5.8
A Cowboy's Mother-in-Law,6.0
The Cowboy's Sweetheart,6.2
A Cowboy's Vindication,6.0
The Cowpuncher's Ward,6.3
Cretinetti e le donne,6.2
The Crime of a Grandfather,5.2
Cyclone Pete's Matrimony,5.3
Camille,6.6
The Dancing Girl of Butte,6.2
Davy Crockett,7.8
The Deputy's Love Affair,5.8
Desfile histórico del centenario,4.5
The Desperado,6.3
El diablo está en Zaragoza,6.5
A Dixie Mother,4.8
Djævlesonaten,5.2
Don Juan de Serrallonga,4.1
Dorian Grays Portræt,5.7
Dorothy and the Scarecrow in Oz,7.7
The Duke's Plan,5.2
The Dumb Half Breed's Defense,5.0
Den døde Rotte,6.1
Døden,6.9
Effecting a Cure,5.8
The Electrical Vitalizer,6.0
Elektra,6.6
Elskovsleg,6.2
Elverhøj,5.0
Elverhøj,9.0
Les enfants d'Édouard,9.0
The Engineer's Romance,4.0
The Engineer's Daughter,5.8
The Englishman and the Girl,4.6
La esclusa,6.1
Examination Day at School,6.4
Excursión al Gombreny,8.5
La expiación,6.4
Fabricación del cemento Asland,5.7
The Face at the Window,5.3
Faithful,5.1
The Farmer's Daughter,5.8
Una farsa de colas,6.5
A Fatal Picnic,6.4
Faust,6.1
La fecha de Pepín,6.2
The Fence on 'Bar Z' Ranch,5.7
"The Vow; or, Jephthah's Daughter",5.8
The End of Paganini,5.7
The Final Settlement,5.9
A Flash of Light,4.3
A Fallen Spirit,4.7
Flores y perlas,4.9
The Flower of the Ranch,5.2
For Her Sister's Sake,6.2
The Forest Ranger,4.9
Frankenstein,5.6
The Freezing Mixture,5.4
From Storm to Sunshine,5.7
From Tyranny to Liberty,5.0
The Fugitive,5.0
A Gambler of the West,6.2
Et gensyn,5.9
Gentleman Joe,4.9
The Girl and the Fugitive,4.7
The Girl from Arizona,5.5
The Girl on Triple X,5.7
Gold Is Not All,7.4
A Gold Necklace,6.5
The Gold Seekers,5.8
The Golden Supper,5.9
Great Fight at All-Sereno,7.6
Los guapos,7.8
Hamlet,6.3
Hamlet,5.2
Hamlet,6.4
Her Father's Pride,4.4
Her Photograph,5.5
Her Terrible Ordeal,5.0
La hija del guardacostas,5.6
His Brother's Wife,5.3
His Last Burglary,5.9
His Last Dollar,4.8
His Mother's Necklace,9.1
His New Lid,5.3
His Only Daughter,5.9
His Sister-in-Law,6.2
The Honor of His Family,6.4
The Hoodoo,6.0
The House with Closed Shutters,4.6
The House of the Seven Gables,5.2
The White Slave Trade,5.5
The Iconoclast,8.2
The Impalement,4.8
Impersonating the Policeman Lodger,7.1
In Life's Cycle,5.1
In Neighboring Kingdoms,5.4
In Old California,7.3
In the Border States,6.1
In the Hands of the Enemy,5.2
In the Mission Shadows,6.5
In the Season of Buds,6.1
An Indian Girl's Love,5.3
An Indian Wife's Devotion,4.2
Inundaciones en Lérida,5.3
Jake's Daughter,6.0
The Jewel Case,6.5
John Dough and the Cherub,5.5
Juggling on the Brain,5.9
Justicias del rey Don Pedro,7.9
Kapergasten,5.3
A Knot in the Plot,4.2
Kærlighed og selvmord,5.3
Copenhagen by Night,5.5
The Lady and the Burglar,6.5
The Land of Oz,2.6
The Last Deal,4.4
The Lesson,5.1
The Life of Moses,4.6
Little Angels of Luck,5.8
The Little Orphan,6.3
The Little Prospector,4.8
Llegada del marqués de Polavieja a Veracruz,5.6
The Long Trail,5.0
Lord Blend's Love Story,5.5
Love Among the Roses,6.0
Love of Chrysanthemum,5.8
Love's C. Q. D.,5.0
Lucha fratricida o Nobleza aragonesa,5.5
La lucha por la divisa,5.1
Luck of Roaring Camp,4.1
A Lucky Toothache,5.9
Macbeth,6.5
A Mad Infatuation,4.1
Madre mía,5.4
The Maid of Niagara,6.8
The Man,6.9
Mannequins,5.4
La manta del caballo,4.8
The Fairy Bookseller,6.0
The Marked Time-Table,5.3
The Marked Trail,4.6
The Masher,6.3
May and December,5.3
"Mazeppa, or the Wild Horse of Tartary",5.9
Mellem pligt og kærlighed,6.3
Et Menneskeliv,7.1
Il mercante di Venezia,5.8
The Message of the Violin,6.9
Messaline,5.2
The Mexican's Faith,6.0
Michael Strogoff,5.6
A Midnight Cupid,4.9
Os Milagres de Nossa Senhora da Penha,4.1
The Cowboy Millionaire,4.9
The Millionaire and the Ranch Girl,5.5
The Miser's Child,4.9
The Missing Bridegroom,6.8
The Mistaken Bandit,5.8
The Modern Prodigal,6.0
A Mohawk's Way,6.0
Montblanc la serra,5.6
El moscardón,3.5
"A Mother's Devotion; or, the Firing of the Patchwork Quilt",5.4
A Moving Picture Rehearsal,5.6
Muggsy Becomes a Hero,5.5
Muggsy's First Sweetheart,5.6
Never Again,7.0
The New Magdalen,4.6
The New Stenographer,5.6
The Newlyweds,5.6
A Night in May,6.8
Not So Bad as It Seemed,6.9
The Oath and the Man,5.4
Jarní sen starého mládence,6.7
The Old Hat,5.7
The Old Soldier,5.5
An Old Story with a New Ending,5.5
On the Reef,5.3
"One Night, and Then --",6.0
Ononko's Vow,7.1
Orientalsk dans,4.8
Our Darling,5.8
The Outlaw's Sacrifice,6.5
Over Silent Paths,6.1
The Padre's Secret,5.4
Paganini,5.7
Pals of the Range,5.3
Para domar la suegra,4.3
Parada militar en el paseo,6.3
Patricia of the Plains,5.6
Peder Tordenskjold,6.6
A Pesca do Bacalhau,7.6
The Phoenix,5.5
The Picture Thieves,2.1
A Plain Song,7.2
The Plans of the Fortress,6.4
El pobre Valbuena,7.0
The Pony Express Rider,5.7
Un portero modelo,4.8
Pride of the Range,6.9
The Princess and the Peasant,5.7
The Purgation,6.4
Rainha Depois de Morta Inês de Castro,4.8
Ramona,6.2
The Ranch Girl's Legacy,5.7
Ranch Life in the Great Southwest,4.1
The Ranchman's Feud,4.8
The Range Riders,6.1
The Ranger's Bride,7.2
Re Lear,5.7
Re Lear,5.8
A Record Hustle Through Foggy London,5.1
Regina von Emmeritz och konung Gustaf II Adolf,5.2
A Recruit from 64,5.0
Revolução de 5 de Outubro,8.5
Ribera del Llobregat,6.5
A Rich Revenge,4.7
The Rocky Road,7.1
Le roi des parfums,6.3
A Romance of the Western Hills,6.0
Rose o' Salem Town,4.2
A Sailor's Sacrifice,5.2
A Salutary Lesson,5.8
The Seal of the Church,6.6
Segunda carrera automovilista 'Peña-Rhin' (Mataró-Argentona),7.7
Serious Sixteen,6.7
The Sheriff's Sacrifice,6.3
The Silent Message,6.2
Simple Charity,5.5
Sisters,6.0
The Son of the Executioner,4.4
The Smoker,5.6
The Song of the Wildwood Flute,5.4
The Sorrows of the Unfaithful,6.0
The Stricken Home,5.0
The Suffragettes and the Hobble Skirt,6.1
A Summer Flirtation,3.3
A Summer Idyll,7.6
A Summer Tragedy,4.4
Sunshine Sue,5.0
Take Me Out to the Ball Game,5.0
Taming Wild Animals,7.4
Taming a Husband,5.0
Teatro de la naturaleza en Sabadell,6.4
The Tenderfoot Messenger,7.4
The Tenderfoot's Triumph,6.1
That Chink at Golden Gulch,5.6
Thou Shalt Not,5.5
The Thread of Destiny,5.7
Through Fire to Fortune,6.0
Tommy Gets His Sister Married,5.5
The Tout's Remembrance,5.8
A Tragedy of the Olden Times,6.6
Le tragique amour de Mona Lisa,7.2
Trail to the West,6.3
A Woman's Treachery,4.9
Trimming of Paradise Gulch,6.0
True to His Duty,7.6
The Truth Will Out,6.1
The Twisted Trail,5.6
The Two Brothers,6.7
The Two Fathers,6.8
Two Little Waifs,5.0
The Unchanging Sea,5.8
Uncle Tom's Cabin,5.0
Under Western Skies,5.1
Unexpected Help,5.0
The Unknown Claim,5.9
Up San Juan Hill,4.7
Up a Tree,5.8
The Usurer,5.2
Valdemar Sejr,6.3
The Vampire,6.3
A Vein of Gold,6.7
A Victim of Jealousy,5.2
Värmlänningarne,6.7
Waiter No. 5,7.2
The Way of the World,5.3
The Wedding That Didn't Come Off,5.5
Western Chivalry,6.1
A Western Maid,6.4
A Western Woman's Way,4.9
A Westerner's Way,4.5
What the Daisy Said,6.1
When We Called the Plumber In,4.6
When We Were in Our Teens,6.4
When the World Sleeps,6.4
White Roses,6.4
Who Is She?,4.2
Wilful Peggy,5.1
Winning Back His Love,5.7
The Woman from Mellon's,5.4
The Woman Hater,3.3
A Woman's Folly,7.4
The Wonderful Wizard of Oz,5.2
A Worker's Wife,4.3
As Últimas Inundações do Tejo em Santarém,6.0
'Tween Two Loves,6.0
Across the Plains,6.2
The Adopted Child,7.2
The Adventures of Billy,5.4
The Adventures of a Baby,6.4
En Opfinders Skæbne,6.8
After the Ball,6.4
The Aggressor,6.5
Aida,4.6
Amor fatal,6.1
Amor que mata,6.1
The Amorous Doctor,5.9
The Angel of Paradise Ranch,6.6
The Angel of the Slums,6.5
Arizona Bill,5.4
Artful Kate,6.8
As in a Looking Glass,3.8
At a Quarter of Two,6.7
At the Break of Dawn,6.1
At the Duke's Command,5.3
At the Threshold of Life,5.5
The Christian Martyrs,5.1
The Hallucinations of Baron Munchausen,4.7
The Awakening of John Bond,5.3
Back to the Primitive,5.1
Back to the Soil,7.1
The Backwoodsman's Suspicion,5.0
The Bad Man's Downfall,6.4
The Bad Man's First Prayer,8.1
A Balkan Episode,5.7
The Baron,5.5
The Battle of Bunker Hill,5.6
The Battle of Trafalgar,6.8
The Battle,5.7
Bedraget i døden,5.6
Behind the Stockade,3.6
The Best Man Wins,7.8
The Better Way,6.0
Betty Becomes a Maid,6.2
Bill Bumper's Bargain,5.2
The Black Arrow,5.3
The Blackmailer,6.3
The Blind Princess and the Poet,6.0
Die Blinde,5.3
"Bobby, the Coward",7.8
Bondefangeri i Vaterland,5.0
The Border Ranger,5.2
A Boy of the Revolution,6.4
Boys Will Be Boys,2.4
The Brand,7.6
Branding a Bad Man,6.9
The Broken Cross,5.7
Broncho Billy's Adventure,5.9
Broncho Billy's Christmas Dinner,6.5
Brown's German Liver Cure,3.8
En bryllupsaften,6.5
Buffalo Bill on the Brain,5.0
The Bunco Game at Lizardhead,5.9
The Burglar as Father Christmas,4.9
Caesar's Prisoners,5.3
The Call of the Song,5.7
The Cameraman's Revenge,5.8
Captain Barnacle's Courtship,7.2
Captain Kate,6.3
The Bushranger's Bride,6.2
"Captain Starlight, or Gentleman of the Road",5.6
Carmen o la hija del contrabandista,6.1
Carmenita the Faithful,6.4
Carnaval en Palamós,5.2
Castillo de Arampruña,6.8
A Cattle Rustler's Father,6.2
The Cattleman's Daughter,5.4
Caught with the Goods,5.3
Cain and Abel,5.1
The Changing of Silas Warner,5.2
Checkmated,5.3
The Chief's Daughter,6.7
The Child Crusoes,6.7
A Christmas Carol,6.6
Cinderella,6.1
Cinderella,5.6
A Citizeness of Paris,6.6
The Clown's Sacrifice,5.2
The Codfish Industry in Newfoundland,5.1
The Coffin Ship,5.7
Comrades,5.0
Conscience,5.6
A Conspiracy Against the King,5.0
The Corporation and the Ranch Girl,7.4
Cortejo Cívico,5.9
The Count and the Cowboys,5.2
A Country Cupid,6.3
The Country Lovers,6.4
The Courting of Mary,5.5
The Cowboy Coward,7.1
The Puncher's Law,5.5
Os Crimes de Diogo Alves,4.7
The Crooked Road,4.6
The Crusader,6.3
A Cure for Crime,6.7
Cyrano et d'Assoucy,6.2
Dad's Girls,4.4
The Caddy's Dream,8.8
The Daisy Cowboys,6.2
Dan the Dandy,5.5
Dandy Dick of Bishopsgate,6.8
De Gerona a Olot en ferrocarril (De Olot a Gerona en ferrocarril),6.8
A Dead Man's Honor,6.7
The Death of Nathan Hale,5.1
The Declaration of Independence,5.2
A Decree of Destiny,5.4
The Desert Claim,6.8
Detective Henry and the Paris Apaches,4.9
Le devoir et l'honneur,5.3
A Devoted Friend,5.9
The Diamond Star,5.9
La digue,5.3
The Diving Girl,7.0
The Doctor,6.2
A Dog's Tale,5.6
Don Pedro el Cruel,2.7
The Dream,6.5
Dutch Gold Mine,8.5
Dæmonen,5.8
Le dévouement d'un gosse,7.2
In the Prime of Life,6.8
Enoch Arden: Part I,6.1
Enoch Arden: Part II,3.8
Eskimos in Labrador,7.9
Ester: A Biblical Episode,5.4
Eugene Wrayburn,6.2
The Failure,4.8
The Fair Dentist,6.2
The Faithful Indian,6.7
The Fall of Babylon,5.7
El fantasma del castillo,4.9
Den farlige leg,5.7
The Fatal Wedding,5.7
Fate,3.8
Fate's Funny Frolic,5.5
Fate's Turning,5.2
Fattigdommens forbandelse,5.3
Feria de ganado en Villarrodona,6.6
Fiesta Mayor de Manresa,5.6
Fiestas del Sitio en Bilbao,5.6
Fiestas en La Bisbal,5.1
Fighting Blood,6.1
The Four Devils,8.2
Fisher Folks,5.4
The Fisher-Maid,5.4
The Fisherman's Daughter,5.0
Flo's Discipline,5.4
The Flower Girl of Florence,3.7
Following Mother's Footsteps,6.4
For Her Brother's Sake,5.8
For the Crown,9.0
For the Queen's Honor,5.2
For aabent Tæppe,6.7
The Forester's Plea,5.6
Forgiven in Death,5.6
Foul Play,5.4
The Four Poster Pest,5.6
Freezing Auntie,5.6
Der fremde Vogel,5.2
A French Duel,5.5
Friday the 13th,6.6
From Factory Girl to Prima Donna,6.6
From the Bottom of the Sea,8.2
A Frontier Doctor,6.0
Galileo,5.4
A Gasoline Engagement,4.7
The General's Daughter,5.7
The General's Only Son,5.9
George Warrington's Escape,6.0
The Geranium,5.4
Get Rich Quick,5.8
The Ghost's Warning,4.8
The Girl Back East,6.1
The Girl and the Motor Boat,5.8
The Girl of the West,5.2
The Gold Lust,5.8
The Golden West,8.0
A Good Turn,4.5
The Gordian Knot,7.4
The Gun Man,6.4
The Harsh Father,5.7
Heart Beats of Long Ago,6.7
The Heart of a Savage,4.3
The Heiress,2.6
Helping Him Out,6.2
Henry VIII,4.4
Her Awakening,6.0
Her Crowning Glory,5.6
Her Darkest Hour,5.5
Her Hero,5.9
Her Sacrifice,6.1
Her Two Sons,2.0
Her Wedding Ring,6.5
The Hidden Mine,6.8
The Hidden Trail,5.5
The Highlander,6.3
His Birthday,5.8
His Conscience,6.5
